id_wil;kecamatan;kabupaten;provinsi
999999  ;tidak ada;;
016202  ;Kec. Kebon Jeruk;Kota Jakarta Barat;Prov. D.K.I. Jakarta
016307  ;Kec. Mampang Prapatan;Kota Jakarta Selatan;Prov. D.K.I. Jakarta
016207  ;Kec. Cengkareng;Kota Jakarta Barat;Prov. D.K.I. Jakarta
016103  ;Kec. Tanjung Priok;Kota Jakarta Utara;Prov. D.K.I. Jakarta
016106  ;Kec. Cilincing;Kota Jakarta Utara;Prov. D.K.I. Jakarta
016406  ;Kec. Jatinegara;Kota Jakarta Timur;Prov. D.K.I. Jakarta
016404  ;Kec. Makasar;Kota Jakarta Timur;Prov. D.K.I. Jakarta
020509  ;Kec. Caringin;Kab. Bogor;Prov. Jawa Barat
016206  ;Kec. Taman Sari;Kota Jakarta Barat;Prov. D.K.I. Jakarta
016306  ;Kec. Kebayoran Baru;Kota Jakarta Selatan;Prov. D.K.I. Jakarta
016401  ;Kec. Pasar Rebo;Kota Jakarta Timur;Prov. D.K.I. Jakarta
016310  ;Kec. Setia Budi;Kota Jakarta Selatan;Prov. D.K.I. Jakarta
016410  ;Kec. Matraman;Kota Jakarta Timur;Prov. D.K.I. Jakarta
016304  ;Kec. Pesanggrahan;Kota Jakarta Selatan;Prov. D.K.I. Jakarta
016301  ;Kec. Jagakarsa;Kota Jakarta Selatan;Prov. D.K.I. Jakarta
016004  ;Kec. Johar Baru;Kota Jakarta Pusat;Prov. D.K.I. Jakarta
010101  ;Kec. Kepulauan Seribu Selatan;Kab. Kepulauan Seribu;Prov. D.K.I. Jakarta
016402  ;Kec. Ciracas;Kota Jakarta Timur;Prov. D.K.I. Jakarta
020511  ;Kec. Cisarua;Kab. Bogor;Prov. Jawa Barat
010102  ;Kec. Kepulauan Seribu Utara;Kab. Kepulauan Seribu;Prov. D.K.I. Jakarta
016005  ;Kec. Cempaka Putih;Kota Jakarta Pusat;Prov. D.K.I. Jakarta
016208  ;Kec. Kali Deres;Kota Jakarta Barat;Prov. D.K.I. Jakarta
016409  ;Kec. Pulo Gadung;Kota Jakarta Timur;Prov. D.K.I. Jakarta
016007  ;Kec. Sawah Besar;Kota Jakarta Pusat;Prov. D.K.I. Jakarta
016408  ;Kec. Cakung;Kota Jakarta Timur;Prov. D.K.I. Jakarta
020507  ;Kec. Ciomas;Kab. Bogor;Prov. Jawa Barat
016403  ;Kec. Cipayung;Kota Jakarta Timur;Prov. D.K.I. Jakarta
016001  ;Kec. Tanah Abang;Kota Jakarta Pusat;Prov. D.K.I. Jakarta
016309  ;Kec. Tebet;Kota Jakarta Selatan;Prov. D.K.I. Jakarta
016305  ;Kec. Kebayoran Lama;Kota Jakarta Selatan;Prov. D.K.I. Jakarta
020502  ;Kec. Leuwiliang;Kab. Bogor;Prov. Jawa Barat
016405  ;Kec. Kramat Jati;Kota Jakarta Timur;Prov. D.K.I. Jakarta
016302  ;Kec. Pasar Minggu;Kota Jakarta Selatan;Prov. D.K.I. Jakarta
020506  ;Kec. Dramaga;Kab. Bogor;Prov. Jawa Barat
020503  ;Kec. Pamijahan;Kab. Bogor;Prov. Jawa Barat
016006  ;Kec. Kemayoran;Kota Jakarta Pusat;Prov. D.K.I. Jakarta
020501  ;Kec. Nanggung;Kab. Bogor;Prov. Jawa Barat
016101  ;Kec. Penjaringan;Kota Jakarta Utara;Prov. D.K.I. Jakarta
016003  ;Kec. Senen;Kota Jakarta Pusat;Prov. D.K.I. Jakarta
016002  ;Kec. Menteng;Kota Jakarta Pusat;Prov. D.K.I. Jakarta
016104  ;Kec. Koja;Kota Jakarta Utara;Prov. D.K.I. Jakarta
016407  ;Kec. Duren Sawit;Kota Jakarta Timur;Prov. D.K.I. Jakarta
020508  ;Kec. Cijeruk;Kab. Bogor;Prov. Jawa Barat
020510  ;Kec. Ciawi;Kab. Bogor;Prov. Jawa Barat
016102  ;Kec. Pademangan;Kota Jakarta Utara;Prov. D.K.I. Jakarta
016303  ;Kec. Cilandak;Kota Jakarta Selatan;Prov. D.K.I. Jakarta
016105  ;Kec. Kelapa Gading;Kota Jakarta Utara;Prov. D.K.I. Jakarta
016008  ;Kec. Gambir;Kota Jakarta Pusat;Prov. D.K.I. Jakarta
020505  ;Kec. Ciampea;Kab. Bogor;Prov. Jawa Barat
016308  ;Kec. Pancoran;Kota Jakarta Selatan;Prov. D.K.I. Jakarta
020620  ;Kec. Cisaat;Kab. Sukabumi;Prov. Jawa Barat
020633  ;Kec. Bantar Gadung;Kab. Sukabumi;Prov. Jawa Barat
020515  ;Kec. Sukamakmur;Kab. Bogor;Prov. Jawa Barat
020603  ;Kec. Surade;Kab. Sukabumi;Prov. Jawa Barat
020615  ;Kec. Nyalindung;Kab. Sukabumi;Prov. Jawa Barat
020621  ;Kec. Cibadak;Kab. Sukabumi;Prov. Jawa Barat
020627  ;Kec. Kalapa Nunggal;Kab. Sukabumi;Prov. Jawa Barat
020540  ;Kec. Tenjolaya;Kab. Bogor;Prov. Jawa Barat
020630  ;Kec. Kabandungan;Kab. Sukabumi;Prov. Jawa Barat
020624  ;Kec. Cidahu;Kab. Sukabumi;Prov. Jawa Barat
020632  ;Kec. Cikakak;Kab. Sukabumi;Prov. Jawa Barat
020514  ;Kec. Babakan Madang;Kab. Bogor;Prov. Jawa Barat
020629  ;Kec. Cisolok;Kab. Sukabumi;Prov. Jawa Barat
020525  ;Kec. Gunung Sindur;Kab. Bogor;Prov. Jawa Barat
020607  ;Kec. Cidolog;Kab. Sukabumi;Prov. Jawa Barat
020631  ;Kec. Gunung Guruh;Kab. Sukabumi;Prov. Jawa Barat
020626  ;Kec. Parungkuda;Kab. Sukabumi;Prov. Jawa Barat
020532  ;Kec. Ciseeng;Kab. Bogor;Prov. Jawa Barat
020520  ;Kec. Citeureup;Kab. Bogor;Prov. Jawa Barat
020622  ;Kec. Nagrak;Kab. Sukabumi;Prov. Jawa Barat
020531  ;Kec. Tamansari;Kab. Bogor;Prov. Jawa Barat
020539  ;Kec. Leuwisadeng;Kab. Bogor;Prov. Jawa Barat
016205  ;Kec. Tambora;Kota Jakarta Barat;Prov. D.K.I. Jakarta
020519  ;Kec. Gunungputri;Kab. Bogor;Prov. Jawa Barat
020516  ;Kec. Cariu;Kab. Bogor;Prov. Jawa Barat
020608  ;Kec. Sagaranten;Kab. Sukabumi;Prov. Jawa Barat
020614  ;Kec. Cikembar;Kab. Sukabumi;Prov. Jawa Barat
020529  ;Kec. Tenjo;Kab. Bogor;Prov. Jawa Barat
020609  ;Kec. Pabuaran;Kab. Sukabumi;Prov. Jawa Barat
020522  ;Kec. Bojong Gede;Kab. Bogor;Prov. Jawa Barat
020527  ;Kec. Cigudeg;Kab. Bogor;Prov. Jawa Barat
020616  ;Kec. Gegerbitung;Kab. Sukabumi;Prov. Jawa Barat
020517  ;Kec. Jonggol;Kab. Bogor;Prov. Jawa Barat
016203  ;Kec. Palmerah;Kota Jakarta Barat;Prov. D.K.I. Jakarta
020518  ;Kec. Cileungsi;Kab. Bogor;Prov. Jawa Barat
020618  ;Kec. Sukabumi;Kab. Sukabumi;Prov. Jawa Barat
020523  ;Kec. Kemang;Kab. Bogor;Prov. Jawa Barat
020612  ;Kec. Warung Kiara;Kab. Sukabumi;Prov. Jawa Barat
020610  ;Kec. Lengkong;Kab. Sukabumi;Prov. Jawa Barat
020524  ;Kec. Parung;Kab. Bogor;Prov. Jawa Barat
020533  ;Kec. Kelapa Nunggal;Kab. Bogor;Prov. Jawa Barat
020634  ;Kec. Cicantayan;Kab. Sukabumi;Prov. Jawa Barat
020623  ;Kec. Cicurug;Kab. Sukabumi;Prov. Jawa Barat
020617  ;Kec. Sukaraja;Kab. Sukabumi;Prov. Jawa Barat
020521  ;Kec. Cibinong;Kab. Bogor;Prov. Jawa Barat
020613  ;Kec. Jampang Tengah;Kab. Sukabumi;Prov. Jawa Barat
020606  ;Kec. Tegalbuleud;Kab. Sukabumi;Prov. Jawa Barat
020534  ;Kec. Sukajaya;Kab. Bogor;Prov. Jawa Barat
020513  ;Kec. Sukaraja;Kab. Bogor;Prov. Jawa Barat
020619  ;Kec. Kadudampit;Kab. Sukabumi;Prov. Jawa Barat
020512  ;Kec. Megamendung;Kab. Bogor;Prov. Jawa Barat
020604  ;Kec. Jampang Kulon;Kab. Sukabumi;Prov. Jawa Barat
020605  ;Kec. Kalibunder;Kab. Sukabumi;Prov. Jawa Barat
020602  ;Kec. Ciracap;Kab. Sukabumi;Prov. Jawa Barat
020526  ;Kec. Rumpin;Kab. Bogor;Prov. Jawa Barat
020628  ;Kec. Cikidang;Kab. Sukabumi;Prov. Jawa Barat
020530  ;Kec. Parungpanjang;Kab. Bogor;Prov. Jawa Barat
016204  ;Kec. Grogol Petamburan;Kota Jakarta Barat;Prov. D.K.I. Jakarta
020528  ;Kec. Jasinga;Kab. Bogor;Prov. Jawa Barat
020611  ;Kec. Pelabuhan Ratu;Kab. Sukabumi;Prov. Jawa Barat
020538  ;Kec. Cigombong;Kab. Bogor;Prov. Jawa Barat
020536  ;Kec. Tanjung Sari;Kab. Bogor;Prov. Jawa Barat
020805  ;Kec. Kertasari;Kab. Bandung;Prov. Jawa Barat
020816  ;Kec. Banjaran;Kab. Bandung;Prov. Jawa Barat
020714  ;Kec. Cilaku;Kab. Cianjur;Prov. Jawa Barat
020719  ;Kec. Karang Tengah;Kab. Cianjur;Prov. Jawa Barat
020703  ;Kec. Cidaun;Kab. Cianjur;Prov. Jawa Barat
020810  ;Kec. Cicalengka;Kab. Bandung;Prov. Jawa Barat
020806  ;Kec. Pacet;Kab. Bandung;Prov. Jawa Barat
020647  ;Kec. Ciambar;Kab. Sukabumi;Prov. Jawa Barat
020702  ;Kec. Sindang Barang;Kab. Cianjur;Prov. Jawa Barat
020645  ;Kec. Waluran;Kab. Sukabumi;Prov. Jawa Barat
020715  ;Kec. Sukaluyu;Kab. Cianjur;Prov. Jawa Barat
020725  ;Kec. Bojong Picung;Kab. Cianjur;Prov. Jawa Barat
020809  ;Kec. Cikancung;Kab. Bandung;Prov. Jawa Barat
020815  ;Kec. Arjasari;Kab. Bandung;Prov. Jawa Barat
020713  ;Kec. Warungkondang;Kab. Cianjur;Prov. Jawa Barat
020701  ;Kec. Agrabinta;Kab. Cianjur;Prov. Jawa Barat
020720  ;Kec. Cianjur;Kab. Cianjur;Prov. Jawa Barat
020722  ;Kec. Pacet;Kab. Cianjur;Prov. Jawa Barat
020638  ;Kec. Cibitung;Kab. Sukabumi;Prov. Jawa Barat
020732  ;Kec. Haurwangi;Kab. Cianjur;Prov. Jawa Barat
020706  ;Kec. Tanggeung;Kab. Cianjur;Prov. Jawa Barat
020640  ;Kec. Purabaya;Kab. Sukabumi;Prov. Jawa Barat
020731  ;Kec. Cipanas;Kab. Cianjur;Prov. Jawa Barat
020812  ;Kec. Majalaya;Kab. Bandung;Prov. Jawa Barat
020803  ;Kec. Cimaung;Kab. Bandung;Prov. Jawa Barat
020718  ;Kec. Mande;Kab. Cianjur;Prov. Jawa Barat
020646  ;Kec. Cimanggu;Kab. Sukabumi;Prov. Jawa Barat
020708  ;Kec. Takokak;Kab. Cianjur;Prov. Jawa Barat
020705  ;Kec. Cibinong;Kab. Cianjur;Prov. Jawa Barat
020643  ;Kec. Caringin;Kab. Sukabumi;Prov. Jawa Barat
020644  ;Kec. Bojong Genteng;Kab. Sukabumi;Prov. Jawa Barat
020811  ;Kec. Rancaekek;Kab. Bandung;Prov. Jawa Barat
020639  ;Kec. Curugkembar;Kab. Sukabumi;Prov. Jawa Barat
020818  ;Kec. Ketapang;Kab. Bandung;Prov. Jawa Barat
020721  ;Kec. Cugenang;Kab. Cianjur;Prov. Jawa Barat
020733  ;Kec. Pasirkuda;Kab. Cianjur;Prov. Jawa Barat
020537  ;Kec. Tajurhalang;Kab. Bogor;Prov. Jawa Barat
020817  ;Kec. Pameungpeuk;Kab. Bandung;Prov. Jawa Barat
020641  ;Kec. Cireunghas;Kab. Sukabumi;Prov. Jawa Barat
020635  ;Kec. Simpenan;Kab. Sukabumi;Prov. Jawa Barat
020707  ;Kec. Kadupandak;Kab. Cianjur;Prov. Jawa Barat
020729  ;Kec. Cijati;Kab. Cianjur;Prov. Jawa Barat
020802  ;Kec. Pasirjambu;Kab. Bandung;Prov. Jawa Barat
020724  ;Kec. Cikalong Kulon;Kab. Cianjur;Prov. Jawa Barat
020813  ;Kec. Ciparay;Kab. Bandung;Prov. Jawa Barat
020730  ;Kec. Gekbrong;Kab. Cianjur;Prov. Jawa Barat
020723  ;Kec. Sukaresmi;Kab. Cianjur;Prov. Jawa Barat
020728  ;Kec. Leles;Kab. Cianjur;Prov. Jawa Barat
020704  ;Kec. Naringgul;Kab. Cianjur;Prov. Jawa Barat
020727  ;Kec. Cikadu;Kab. Cianjur;Prov. Jawa Barat
020637  ;Kec. Cidadap;Kab. Sukabumi;Prov. Jawa Barat
020726  ;Kec. Campaka Mulya;Kab. Cianjur;Prov. Jawa Barat
020804  ;Kec. Pangalengan;Kab. Bandung;Prov. Jawa Barat
020814  ;Kec. Bale Endah;Kab. Bandung;Prov. Jawa Barat
020808  ;Kec. Paseh;Kab. Bandung;Prov. Jawa Barat
020642  ;Kec. Sukalarang;Kab. Sukabumi;Prov. Jawa Barat
020636  ;Kec. Kebon Pedes;Kab. Sukabumi;Prov. Jawa Barat
020717  ;Kec. Ciranjang;Kab. Cianjur;Prov. Jawa Barat
020833  ;Kec. Kutawaringin;Kab. Bandung;Prov. Jawa Barat
021112  ;Kec. Cikajang;Kab. Garut;Prov. Jawa Barat
021023  ;Kec. Pamulihan;Kab. Sumedang;Prov. Jawa Barat
021015  ;Kec. Paseh;Kab. Sumedang;Prov. Jawa Barat
021002  ;Kec. Cimanggung;Kab. Sumedang;Prov. Jawa Barat
020819  ;Kec. Soreang;Kab. Bandung;Prov. Jawa Barat
021116  ;Kec. Cisurupan;Kab. Garut;Prov. Jawa Barat
021020  ;Kec. Jati Gede;Kab. Sumedang;Prov. Jawa Barat
021106  ;Kec. Cikelet;Kab. Garut;Prov. Jawa Barat
021005  ;Kec. Sumedang Selatan;Kab. Sumedang;Prov. Jawa Barat
021121  ;Kec. Wanaraja;Kab. Garut;Prov. Jawa Barat
020829  ;Kec. Rancabali;Kab. Bandung;Prov. Jawa Barat
021012  ;Kec. Tomo;Kab. Sumedang;Prov. Jawa Barat
021113  ;Kec. Banjarwangi;Kab. Garut;Prov. Jawa Barat
021125  ;Kec. Leuwigoong;Kab. Garut;Prov. Jawa Barat
021026  ;Kec. Cisarua;Kab. Sumedang;Prov. Jawa Barat
020712  ;Kec. Cibeber;Kab. Cianjur;Prov. Jawa Barat
021028  ;Kec. Surian;Kab. Sumedang;Prov. Jawa Barat
020825  ;Kec. Cilengkrang;Kab. Bandung;Prov. Jawa Barat
021108  ;Kec. Cibalong;Kab. Garut;Prov. Jawa Barat
021120  ;Kec. Karangpawitan;Kab. Garut;Prov. Jawa Barat
021105  ;Kec. Pakenjeng;Kab. Garut;Prov. Jawa Barat
021027  ;Kec. Tanjungmedar;Kab. Sumedang;Prov. Jawa Barat
021124  ;Kec. Leles;Kab. Garut;Prov. Jawa Barat
021109  ;Kec. Cisompet;Kab. Garut;Prov. Jawa Barat
020830  ;Kec. Nagreg;Kab. Bandung;Prov. Jawa Barat
021122  ;Kec. Sukawening;Kab. Garut;Prov. Jawa Barat
021017  ;Kec. Tanjungkerta;Kab. Sumedang;Prov. Jawa Barat
021119  ;Kec. Garut Kota;Kab. Garut;Prov. Jawa Barat
020823  ;Kec. Bojongsoang;Kab. Bandung;Prov. Jawa Barat
021102  ;Kec. Cisewu;Kab. Garut;Prov. Jawa Barat
020826  ;Kec. Cimenyan;Kab. Bandung;Prov. Jawa Barat
021025  ;Kec. Jatinunggal;Kab. Sumedang;Prov. Jawa Barat
021115  ;Kec. Bayongbong;Kab. Garut;Prov. Jawa Barat
020710  ;Kec. Pagelaran;Kab. Cianjur;Prov. Jawa Barat
021114  ;Kec. Cilawu;Kab. Garut;Prov. Jawa Barat
021103  ;Kec. Bungbulang;Kab. Garut;Prov. Jawa Barat
020824  ;Kec. Cileunyi;Kab. Bandung;Prov. Jawa Barat
020832  ;Kec. Cangkuang;Kab. Bandung;Prov. Jawa Barat
020831  ;Kec. Solokan Jeruk;Kab. Bandung;Prov. Jawa Barat
020821  ;Kec. Margahayu;Kab. Bandung;Prov. Jawa Barat
021117  ;Kec. Samarang;Kab. Garut;Prov. Jawa Barat
021104  ;Kec. Pamulihan;Kab. Garut;Prov. Jawa Barat
021014  ;Kec. Conggeang;Kab. Sumedang;Prov. Jawa Barat
021016  ;Kec. Cimalaka;Kab. Sumedang;Prov. Jawa Barat
021019  ;Kec. Ganeas;Kab. Sumedang;Prov. Jawa Barat
021006  ;Kec. Sumedang Utara;Kab. Sumedang;Prov. Jawa Barat
021018  ;Kec. Buah Dua;Kab. Sumedang;Prov. Jawa Barat
020711  ;Kec. Campaka;Kab. Cianjur;Prov. Jawa Barat
021004  ;Kec. Rancakalong;Kab. Sumedang;Prov. Jawa Barat
021107  ;Kec. Pameungpeuk;Kab. Garut;Prov. Jawa Barat
021029  ;Kec. Sukasari;Kab. Sumedang;Prov. Jawa Barat
021123  ;Kec. Banyuresmi;Kab. Garut;Prov. Jawa Barat
021013  ;Kec. Ujung Jaya;Kab. Sumedang;Prov. Jawa Barat
021110  ;Kec. Peundeuy;Kab. Garut;Prov. Jawa Barat
021101  ;Kec. Talegong;Kab. Garut;Prov. Jawa Barat
021003  ;Kec. Tanjungsari;Kab. Sumedang;Prov. Jawa Barat
021024  ;Kec. Cisitu;Kab. Sumedang;Prov. Jawa Barat
020822  ;Kec. Dayeuhkolot;Kab. Bandung;Prov. Jawa Barat
020820  ;Kec. Marga Asih;Kab. Bandung;Prov. Jawa Barat
021229  ;Kec. Sariwangi;Kab. Tasikmalaya;Prov. Jawa Barat
021207  ;Kec. Bantarkalong;Kab. Tasikmalaya;Prov. Jawa Barat
021133  ;Kec. Caringin;Kab. Garut;Prov. Jawa Barat
021221  ;Kec. Leuwisari;Kab. Tasikmalaya;Prov. Jawa Barat
021127  ;Kec. Cibiuk;Kab. Garut;Prov. Jawa Barat
021135  ;Kec. Sukaresmi;Kab. Garut;Prov. Jawa Barat
021228  ;Kec. Parung Ponteng;Kab. Tasikmalaya;Prov. Jawa Barat
021215  ;Kec. Cineam;Kab. Tasikmalaya;Prov. Jawa Barat
021241  ;Kec. Kadipaten;Kab. Tasikmalaya;Prov. Jawa Barat
021223  ;Kec. Cisayong;Kab. Tasikmalaya;Prov. Jawa Barat
021213  ;Kec. Sukaraja;Kab. Tasikmalaya;Prov. Jawa Barat
021132  ;Kec. Mekarmukti;Kab. Garut;Prov. Jawa Barat
021139  ;Kec. Tarogong Kaler;Kab. Garut;Prov. Jawa Barat
021138  ;Kec. Kersamanah;Kab. Garut;Prov. Jawa Barat
021238  ;Kec. Karang Jaya;Kab. Tasikmalaya;Prov. Jawa Barat
021010  ;Kec. Wado;Kab. Sumedang;Prov. Jawa Barat
021235  ;Kec. Jatiwaras;Kab. Tasikmalaya;Prov. Jawa Barat
021225  ;Kec. Jamanis;Kab. Tasikmalaya;Prov. Jawa Barat
021140  ;Kec. Tarogong Kidul;Kab. Garut;Prov. Jawa Barat
021224  ;Kec. Rajapolah;Kab. Tasikmalaya;Prov. Jawa Barat
021126  ;Kec. Cibatu;Kab. Garut;Prov. Jawa Barat
021234  ;Kec. Puspahiang;Kab. Tasikmalaya;Prov. Jawa Barat
021131  ;Kec. Malangbong;Kab. Garut;Prov. Jawa Barat
021232  ;Kec. Bojong Asih;Kab. Tasikmalaya;Prov. Jawa Barat
021134  ;Kec. Cihurip;Kab. Garut;Prov. Jawa Barat
021009  ;Kec. Cibugel;Kab. Sumedang;Prov. Jawa Barat
021210  ;Kec. Taraju;Kab. Tasikmalaya;Prov. Jawa Barat
021206  ;Kec. Cibalong;Kab. Tasikmalaya;Prov. Jawa Barat
021128  ;Kec. Kadungora;Kab. Garut;Prov. Jawa Barat
021242  ;Kec. Sukaresik;Kab. Tasikmalaya;Prov. Jawa Barat
021129  ;Kec. Blubur Limbangan;Kab. Garut;Prov. Jawa Barat
021236  ;Kec. Mangunreja;Kab. Tasikmalaya;Prov. Jawa Barat
021216  ;Kec. Manonjaya;Kab. Tasikmalaya;Prov. Jawa Barat
021212  ;Kec. Tanjungjaya;Kab. Tasikmalaya;Prov. Jawa Barat
021142  ;Kec. Sucinaraja;Kab. Garut;Prov. Jawa Barat
021219  ;Kec. Singaparna;Kab. Tasikmalaya;Prov. Jawa Barat
021220  ;Kec. Cigalontang;Kab. Tasikmalaya;Prov. Jawa Barat
021239  ;Kec. Pada Kembang;Kab. Tasikmalaya;Prov. Jawa Barat
021211  ;Kec. Salawu;Kab. Tasikmalaya;Prov. Jawa Barat
021204  ;Kec. Panca Tengah;Kab. Tasikmalaya;Prov. Jawa Barat
021214  ;Kec. Salopa;Kab. Tasikmalaya;Prov. Jawa Barat
021230  ;Kec. Sukaratu;Kab. Tasikmalaya;Prov. Jawa Barat
021205  ;Kec. Cikatomas;Kab. Tasikmalaya;Prov. Jawa Barat
021141  ;Kec. Cigedug;Kab. Garut;Prov. Jawa Barat
021130  ;Kec. Selaawi;Kab. Garut;Prov. Jawa Barat
021208  ;Kec. Bojong Gambir;Kab. Tasikmalaya;Prov. Jawa Barat
021137  ;Kec. Karangtengah;Kab. Garut;Prov. Jawa Barat
021209  ;Kec. Sodonghilir;Kab. Tasikmalaya;Prov. Jawa Barat
021231  ;Kec. Sukarame;Kab. Tasikmalaya;Prov. Jawa Barat
021227  ;Kec. Pagerageung;Kab. Tasikmalaya;Prov. Jawa Barat
021226  ;Kec. Ciawi;Kab. Tasikmalaya;Prov. Jawa Barat
021240  ;Kec. Sukahening;Kab. Tasikmalaya;Prov. Jawa Barat
021237  ;Kec. Gunung Tanjung;Kab. Tasikmalaya;Prov. Jawa Barat
021136  ;Kec. Pasirwangi;Kab. Garut;Prov. Jawa Barat
021519  ;Kec. Pasawahan;Kab. Kuningan;Prov. Jawa Barat
021523  ;Kec. Japara;Kab. Kuningan;Prov. Jawa Barat
021504  ;Kec. Selajambe;Kab. Kuningan;Prov. Jawa Barat
021507  ;Kec. Cibingbin;Kab. Kuningan;Prov. Jawa Barat
021524  ;Kec. Karangkancana;Kab. Kuningan;Prov. Jawa Barat
021414  ;Kec. Cimaragas;Kab. Ciamis;Prov. Jawa Barat
021428  ;Kec. Kawali;Kab. Ciamis;Prov. Jawa Barat
021411  ;Kec. Lakbok;Kab. Ciamis;Prov. Jawa Barat
021434  ;Kec. Baregbeg;Kab. Ciamis;Prov. Jawa Barat
021431  ;Kec. Panjalu Utara/Sukamantri;Kab. Ciamis;Prov. Jawa Barat
021419  ;Kec. Rajadesa;Kab. Ciamis;Prov. Jawa Barat
021516  ;Kec. Jalaksana;Kab. Kuningan;Prov. Jawa Barat
021521  ;Kec. Cipicung;Kab. Kuningan;Prov. Jawa Barat
021520  ;Kec. Pancalang;Kab. Kuningan;Prov. Jawa Barat
021514  ;Kec. Cigugur;Kab. Kuningan;Prov. Jawa Barat
021433  ;Kec. Purwadadi;Kab. Ciamis;Prov. Jawa Barat
021435  ;Kec. Lumbung;Kab. Ciamis;Prov. Jawa Barat
021432  ;Kec. Sindangkasih;Kab. Ciamis;Prov. Jawa Barat
021413  ;Kec. Cidolog;Kab. Ciamis;Prov. Jawa Barat
021429  ;Kec. Panjalu;Kab. Ciamis;Prov. Jawa Barat
021421  ;Kec. Ciamis;Kab. Ciamis;Prov. Jawa Barat
021502  ;Kec. Kadugede;Kab. Kuningan;Prov. Jawa Barat
021410  ;Kec. Banjarsari;Kab. Ciamis;Prov. Jawa Barat
021427  ;Kec. Panawangan;Kab. Ciamis;Prov. Jawa Barat
021201  ;Kec. Cipatujah;Kab. Tasikmalaya;Prov. Jawa Barat
021417  ;Kec. Tambaksari;Kab. Ciamis;Prov. Jawa Barat
021508  ;Kec. Luragung;Kab. Kuningan;Prov. Jawa Barat
021202  ;Kec. Karangnunggal;Kab. Tasikmalaya;Prov. Jawa Barat
021412  ;Kec. Pamarican;Kab. Ciamis;Prov. Jawa Barat
021415  ;Kec. Cijeungjing;Kab. Ciamis;Prov. Jawa Barat
021522  ;Kec. Kalimanggis;Kab. Kuningan;Prov. Jawa Barat
021503  ;Kec. Ciniru;Kab. Kuningan;Prov. Jawa Barat
021515  ;Kec. Kramatmulya;Kab. Kuningan;Prov. Jawa Barat
021518  ;Kec. Mandirancan;Kab. Kuningan;Prov. Jawa Barat
021511  ;Kec. Lebakwangi;Kab. Kuningan;Prov. Jawa Barat
021510  ;Kec. Ciawigebang;Kab. Kuningan;Prov. Jawa Barat
021517  ;Kec. Cilimus;Kab. Kuningan;Prov. Jawa Barat
021526  ;Kec. Cilebak;Kab. Kuningan;Prov. Jawa Barat
021512  ;Kec. Garawangi;Kab. Kuningan;Prov. Jawa Barat
021525  ;Kec. Nusaherang;Kab. Kuningan;Prov. Jawa Barat
021509  ;Kec. Cidahu;Kab. Kuningan;Prov. Jawa Barat
021416  ;Kec. Cisaga;Kab. Ciamis;Prov. Jawa Barat
021418  ;Kec. Rancah;Kab. Ciamis;Prov. Jawa Barat
021203  ;Kec. Cikalong;Kab. Tasikmalaya;Prov. Jawa Barat
021506  ;Kec. Ciwaru;Kab. Kuningan;Prov. Jawa Barat
021505  ;Kec. Subang;Kab. Kuningan;Prov. Jawa Barat
021420  ;Kec. Sukadana;Kab. Ciamis;Prov. Jawa Barat
021430  ;Kec. Panumbangan;Kab. Ciamis;Prov. Jawa Barat
021623  ;Kec. Cingambul;Kab. Majalengka;Prov. Jawa Barat
021720  ;Kec. Arjawinangun;Kab. Cirebon;Prov. Jawa Barat
021425  ;Kec. Cipaku;Kab. Ciamis;Prov. Jawa Barat
021424  ;Kec. Sadananya;Kab. Ciamis;Prov. Jawa Barat
021618  ;Kec. Kertajati;Kab. Majalengka;Prov. Jawa Barat
021734  ;Kec. Talun;Kab. Cirebon;Prov. Jawa Barat
021710  ;Kec. Beber;Kab. Cirebon;Prov. Jawa Barat
021722  ;Kec. Susukan;Kab. Cirebon;Prov. Jawa Barat
021604  ;Kec. Talaga;Kab. Majalengka;Prov. Jawa Barat
021613  ;Kec. Palasah;Kab. Majalengka;Prov. Jawa Barat
021530  ;Kec. Sindang Agung;Kab. Kuningan;Prov. Jawa Barat
021528  ;Kec. Cimahi;Kab. Kuningan;Prov. Jawa Barat
021611  ;Kec. Sindangwangi;Kab. Majalengka;Prov. Jawa Barat
021724  ;Kec. Susukan Lebak;Kab. Cirebon;Prov. Jawa Barat
021725  ;Kec. Pabedilan;Kab. Cirebon;Prov. Jawa Barat
021602  ;Kec. Bantarujeg;Kab. Majalengka;Prov. Jawa Barat
021615  ;Kec. Dawuan;Kab. Majalengka;Prov. Jawa Barat
021718  ;Kec. Kapetakan;Kab. Cirebon;Prov. Jawa Barat
021620  ;Kec. Ligung;Kab. Majalengka;Prov. Jawa Barat
021704  ;Kec. Babakan;Kab. Cirebon;Prov. Jawa Barat
021729  ;Kec. Pangenan;Kab. Cirebon;Prov. Jawa Barat
021726  ;Kec. Dukupuntang;Kab. Cirebon;Prov. Jawa Barat
021733  ;Kec. Karang Wereng;Kab. Cirebon;Prov. Jawa Barat
021614  ;Kec. Jatiwangi;Kab. Majalengka;Prov. Jawa Barat
021619  ;Kec. Jatitujuh;Kab. Majalengka;Prov. Jawa Barat
021730  ;Kec. Gebang;Kab. Cirebon;Prov. Jawa Barat
021529  ;Kec. Cibeureum;Kab. Kuningan;Prov. Jawa Barat
021703  ;Kec. Losari;Kab. Cirebon;Prov. Jawa Barat
