id_wil;kecamatan;kabupaten;provinsi
150105  ;Kec. Martapura;Kab. Banjar;Prov. Kalimantan Selatan
141310  ;Kec. Karusen Janang;Kab. Barito Timur;Prov. Kalimantan Tengah
146001  ;Kec. Pahandut;Kota Palangka Raya;Prov. Kalimantan Tengah
150113  ;Kec. Beruntung Baru;Kab. Banjar;Prov. Kalimantan Selatan
141309  ;Kec. Paku;Kab. Barito Timur;Prov. Kalimantan Tengah
150107  ;Kec. Karang Intan;Kab. Banjar;Prov. Kalimantan Selatan
150116  ;Kec. Paramasan;Kab. Banjar;Prov. Kalimantan Selatan
150103  ;Kec. Kertak Hanyar;Kab. Banjar;Prov. Kalimantan Selatan
141106  ;Kec. Banama Tingan;Kab. Pulang Pisau;Prov. Kalimantan Tengah
146004  ;Kec. Jekan Raya;Kota Palangka Raya;Prov. Kalimantan Tengah
141205  ;Kec. Sumber Barito;Kab. Murung Raya;Prov. Kalimantan Tengah
141210  ;Kec. Uut Murung;Kab. Murung Raya;Prov. Kalimantan Tengah
150108  ;Kec. Aranio;Kab. Banjar;Prov. Kalimantan Selatan
150104  ;Kec. Sungai Tabuk;Kab. Banjar;Prov. Kalimantan Selatan
141103  ;Kec. Maliku;Kab. Pulang Pisau;Prov. Kalimantan Tengah
150604  ;Kec. Batang Alai Selatan;Kab. Hulu Sungai Tengah;Prov. Kalimantan Selatan
150410  ;Kec. Candi Laras Utara;Kab. Tapin;Prov. Kalimantan Selatan
150412  ;Kec. Salam Babaris;Kab. Tapin;Prov. Kalimantan Selatan
150605  ;Kec. Barabai;Kab. Hulu Sungai Tengah;Prov. Kalimantan Selatan
150308  ;Kec. Belawang;Kab. Barito Kuala;Prov. Kalimantan Selatan
150206  ;Kec. Pelaihari;Kab. Tanah Laut;Prov. Kalimantan Selatan
150509  ;Kec. Daha Selatan;Kab. Hulu Sungai Selatan;Prov. Kalimantan Selatan
150207  ;Kec. Batu Ampar;Kab. Tanah Laut;Prov. Kalimantan Selatan
150608  ;Kec. Pendawan;Kab. Hulu Sungai Tengah;Prov. Kalimantan Selatan
150209  ;Kec. Kintap;Kab. Tanah Laut;Prov. Kalimantan Selatan
150307  ;Kec. Mandastana;Kab. Barito Kuala;Prov. Kalimantan Selatan
150602  ;Kec. Batu Benawa;Kab. Hulu Sungai Tengah;Prov. Kalimantan Selatan
150606  ;Kec. Labuan Amas Selatan;Kab. Hulu Sungai Tengah;Prov. Kalimantan Selatan
150405  ;Kec. Piani;Kab. Tapin;Prov. Kalimantan Selatan
150507  ;Kec. Simpur;Kab. Hulu Sungai Selatan;Prov. Kalimantan Selatan
150411  ;Kec. Hatungun;Kab. Tapin;Prov. Kalimantan Selatan
150407  ;Kec. Tapin Utara;Kab. Tapin;Prov. Kalimantan Selatan
150707  ;Kec. Amuntai Utara;Kab. Hulu Sungai Utara;Prov. Kalimantan Selatan
150409  ;Kec. Candi Laras Selatan;Kab. Tapin;Prov. Kalimantan Selatan
150309  ;Kec. Wanaraya;Kab. Barito Kuala;Prov. Kalimantan Selatan
150506  ;Kec. Sungai Raya;Kab. Hulu Sungai Selatan;Prov. Kalimantan Selatan
150205  ;Kec. Tambang Ulang;Kab. Tanah Laut;Prov. Kalimantan Selatan
150610  ;Kec. Batang Alai Timur;Kab. Hulu Sungai Tengah;Prov. Kalimantan Selatan
150508  ;Kec. Kalumpang;Kab. Hulu Sungai Selatan;Prov. Kalimantan Selatan
150208  ;Kec. Jorong;Kab. Tanah Laut;Prov. Kalimantan Selatan
150408  ;Kec. Bakarangan;Kab. Tapin;Prov. Kalimantan Selatan
150611  ;Kec. Limpasu;Kab. Hulu Sungai Tengah;Prov. Kalimantan Selatan
150314  ;Kec. Marabahan;Kab. Barito Kuala;Prov. Kalimantan Selatan
150701  ;Kec. Danau Panggang;Kab. Hulu Sungai Utara;Prov. Kalimantan Selatan
150305  ;Kec. Anjir Muara;Kab. Barito Kuala;Prov. Kalimantan Selatan
150501  ;Kec. Padang Batung;Kab. Hulu Sungai Selatan;Prov. Kalimantan Selatan
150303  ;Kec. Mekarsari;Kab. Barito Kuala;Prov. Kalimantan Selatan
150211  ;Kec. Bajuin;Kab. Tanah Laut;Prov. Kalimantan Selatan
150607  ;Kec. Labuan Amas Utara;Kab. Hulu Sungai Tengah;Prov. Kalimantan Selatan
150312  ;Kec. Cerbon;Kab. Barito Kuala;Prov. Kalimantan Selatan
150603  ;Kec. Hantakan;Kab. Hulu Sungai Tengah;Prov. Kalimantan Selatan
150313  ;Kec. Bakumpai;Kab. Barito Kuala;Prov. Kalimantan Selatan
150511  ;Kec. Daha Barat;Kab. Hulu Sungai Selatan;Prov. Kalimantan Selatan
150601  ;Kec. Haruyan;Kab. Hulu Sungai Tengah;Prov. Kalimantan Selatan
150310  ;Kec. Barambai;Kab. Barito Kuala;Prov. Kalimantan Selatan
150304  ;Kec. Anjir Pasar;Kab. Barito Kuala;Prov. Kalimantan Selatan
150402  ;Kec. Tapin Selatan;Kab. Tapin;Prov. Kalimantan Selatan
150502  ;Kec. Loksado;Kab. Hulu Sungai Selatan;Prov. Kalimantan Selatan
150504  ;Kec. Angkinang;Kab. Hulu Sungai Selatan;Prov. Kalimantan Selatan
150505  ;Kec. Kandangan;Kab. Hulu Sungai Selatan;Prov. Kalimantan Selatan
150301  ;Kec. Tabunganen;Kab. Barito Kuala;Prov. Kalimantan Selatan
150302  ;Kec. Tamban;Kab. Barito Kuala;Prov. Kalimantan Selatan
150317  ;Kec. Jejangkit;Kab. Barito Kuala;Prov. Kalimantan Selatan
150609  ;Kec. Batang Alai Utara;Kab. Hulu Sungai Tengah;Prov. Kalimantan Selatan
150503  ;Kec. Telaga Langsat;Kab. Hulu Sungai Selatan;Prov. Kalimantan Selatan
150316  ;Kec. Kuripan;Kab. Barito Kuala;Prov. Kalimantan Selatan
150306  ;Kec. Alalak;Kab. Barito Kuala;Prov. Kalimantan Selatan
150210  ;Kec. Harapan Bumi Makmur;Kab. Tanah Laut;Prov. Kalimantan Selatan
150315  ;Kec. Tabukan;Kab. Barito Kuala;Prov. Kalimantan Selatan
150311  ;Kec. Rantau Badauh;Kab. Barito Kuala;Prov. Kalimantan Selatan
150510  ;Kec. Daha Utara;Kab. Hulu Sungai Selatan;Prov. Kalimantan Selatan
150702  ;Kec. Babirik;Kab. Hulu Sungai Utara;Prov. Kalimantan Selatan
150403  ;Kec. Tapin Tengah;Kab. Tapin;Prov. Kalimantan Selatan
150404  ;Kec. Bungur;Kab. Tapin;Prov. Kalimantan Selatan
150401  ;Kec. Binuang;Kab. Tapin;Prov. Kalimantan Selatan
151006  ;Kec. Halong;Kab. Balangan;Prov. Kalimantan Selatan
150710  ;Kec. Haur Gading;Kab. Hulu Sungai Utara;Prov. Kalimantan Selatan
150908  ;Kec. Kelumpang Hilir;Kab. Kota Baru;Prov. Kalimantan Selatan
151003  ;Kec. Awayan;Kab. Balangan;Prov. Kalimantan Selatan
150704  ;Kec. Amuntai Selatan;Kab. Hulu Sungai Utara;Prov. Kalimantan Selatan
150808  ;Kec. Haruai;Kab. Tabalong;Prov. Kalimantan Selatan
150809  ;Kec. Upau;Kab. Tabalong;Prov. Kalimantan Selatan
150922  ;Kec. Pamukan Barat;Kab. Kota Baru;Prov. Kalimantan Selatan
150706  ;Kec. Banjang;Kab. Hulu Sungai Utara;Prov. Kalimantan Selatan
150803  ;Kec. Kelua;Kab. Tabalong;Prov. Kalimantan Selatan
156106  ;Kec. Liang Anggang;Kota Banjarbaru;Prov. Kalimantan Selatan
150917  ;Kec. Kelumpang Utara;Kab. Kota Baru;Prov. Kalimantan Selatan
156105  ;Kec. Banjarbaru Selatan;Kota Banjarbaru;Prov. Kalimantan Selatan
156001  ;Kec. Banjarmasin Selatan;Kota Banjarmasin;Prov. Kalimantan Selatan
150810  ;Kec. Muara Uya;Kab. Tabalong;Prov. Kalimantan Selatan
151008  ;Kec. Paringin Selatan;Kab. Balangan;Prov. Kalimantan Selatan
156002  ;Kec. Banjarmasin Timur;Kota Banjarmasin;Prov. Kalimantan Selatan
150906  ;Kec. Pulau Laut Utara;Kab. Kota Baru;Prov. Kalimantan Selatan
156003  ;Kec. Banjarmasin Barat;Kota Banjarmasin;Prov. Kalimantan Selatan
151103  ;Kec. Satui;Kab. Tanah Bumbu;Prov. Kalimantan Selatan
150921  ;Kec. Pulau Laut Kepulauan;Kab. Kota Baru;Prov. Kalimantan Selatan
150915  ;Kec. Sungai Durian;Kab. Kota Baru;Prov. Kalimantan Selatan
150805  ;Kec. Tanta;Kab. Tabalong;Prov. Kalimantan Selatan
150920  ;Kec. Pamukan Utara;Kab. Kota Baru;Prov. Kalimantan Selatan
151004  ;Kec. Paringin;Kab. Balangan;Prov. Kalimantan Selatan
150801  ;Kec. Banua Lawas;Kab. Tabalong;Prov. Kalimantan Selatan
150901  ;Kec. Pulau Sembilan;Kab. Kota Baru;Prov. Kalimantan Selatan
150802  ;Kec. Pugaan;Kab. Tabalong;Prov. Kalimantan Selatan
151106  ;Kec. Simpang Empat;Kab. Tanah Bumbu;Prov. Kalimantan Selatan
151104  ;Kec. Kusan Hulu;Kab. Tanah Bumbu;Prov. Kalimantan Selatan
150806  ;Kec. Tanjung;Kab. Tabalong;Prov. Kalimantan Selatan
150904  ;Kec. Pulau Laut Timur;Kab. Kota Baru;Prov. Kalimantan Selatan
151105  ;Kec. Batu Licin;Kab. Tanah Bumbu;Prov. Kalimantan Selatan
150912  ;Kec. Kelumpang Selatan;Kab. Kota Baru;Prov. Kalimantan Selatan
150905  ;Kec. Pulau Sebuku;Kab. Kota Baru;Prov. Kalimantan Selatan
150705  ;Kec. Amuntai Tengah;Kab. Hulu Sungai Utara;Prov. Kalimantan Selatan
150811  ;Kec. Jaro;Kab. Tabalong;Prov. Kalimantan Selatan
150916  ;Kec. Kelumpang Tengah;Kab. Kota Baru;Prov. Kalimantan Selatan
151007  ;Kec. Tebing Tinggi;Kab. Balangan;Prov. Kalimantan Selatan
150903  ;Kec. Pulau Laut Selatan;Kab. Kota Baru;Prov. Kalimantan Selatan
150804  ;Kec. Muara Harus;Kab. Tabalong;Prov. Kalimantan Selatan
151107  ;Kec. Karang Bintang;Kab. Tanah Bumbu;Prov. Kalimantan Selatan
150914  ;Kec. Hampang;Kab. Kota Baru;Prov. Kalimantan Selatan
150708  ;Kec. Paminggir;Kab. Hulu Sungai Utara;Prov. Kalimantan Selatan
150807  ;Kec. Murung Pudak;Kab. Tabalong;Prov. Kalimantan Selatan
150918  ;Kec. Pamukan Selatan;Kab. Kota Baru;Prov. Kalimantan Selatan
151102  ;Kec. Sungai Loban;Kab. Tanah Bumbu;Prov. Kalimantan Selatan
150919  ;Kec. Sampanahan;Kab. Kota Baru;Prov. Kalimantan Selatan
150709  ;Kec. Sungai Tabukan;Kab. Hulu Sungai Utara;Prov. Kalimantan Selatan
151108  ;Kec. Mantewe;Kab. Tanah Bumbu;Prov. Kalimantan Selatan
150902  ;Kec. Pulau Laut Barat;Kab. Kota Baru;Prov. Kalimantan Selatan
151005  ;Kec. Juai;Kab. Balangan;Prov. Kalimantan Selatan
150812  ;Kec. Bintang Ara;Kab. Tabalong;Prov. Kalimantan Selatan
156104  ;Kec. Banjarbaru Utara;Kota Banjarbaru;Prov. Kalimantan Selatan
150909  ;Kec. Kelumpang Barat;Kab. Kota Baru;Prov. Kalimantan Selatan
151001  ;Kec. Lampihong;Kab. Balangan;Prov. Kalimantan Selatan
151109  ;Kec. Angsana;Kab. Tanah Bumbu;Prov. Kalimantan Selatan
151110  ;Kec. Kuranji;Kab. Tanah Bumbu;Prov. Kalimantan Selatan
150907  ;Kec. Pulau Laut Tengah;Kab. Kota Baru;Prov. Kalimantan Selatan
151002  ;Kec. Batu Mandi;Kab. Balangan;Prov. Kalimantan Selatan
160110  ;Kec. Batu Engau;Kab. Pasir;Prov. Kalimantan Timur
160106  ;Kec. Long Ikis;Kab. Pasir;Prov. Kalimantan Timur
160215  ;Kec. Muara Kaman;Kab. Kutai Kartanegara;Prov. Kalimantan Timur
160218  ;Kec. Tabang;Kab. Kutai Kartanegara;Prov. Kalimantan Timur
160202  ;Kec. Muara Jawa;Kab. Kutai Kartanegara;Prov. Kalimantan Timur
160315  ;Kec. Biatan;Kab. Berau;Prov. Kalimantan Timur
160206  ;Kec. Muara Muntai;Kab. Kutai Kartanegara;Prov. Kalimantan Timur
160101  ;Kec. Batu Sopang;Kab. Pasir;Prov. Kalimantan Timur
160304  ;Kec. Pulau Derawan;Kab. Berau;Prov. Kalimantan Timur
160105  ;Kec. Kuaro;Kab. Pasir;Prov. Kalimantan Timur
156005  ;Kec. Banjarmasin Tengah;Kota Banjarmasin;Prov. Kalimantan Selatan
160207  ;Kec. Muara Wis;Kab. Kutai Kartanegara;Prov. Kalimantan Timur
160108  ;Kec. Long Kali;Kab. Pasir;Prov. Kalimantan Timur
160201  ;Kec. Semboja;Kab. Kutai Kartanegara;Prov. Kalimantan Timur
160306  ;Kec. Tanjung Redeb;Kab. Berau;Prov. Kalimantan Timur
160104  ;Kec. Tanah Grogot;Kab. Pasir;Prov. Kalimantan Timur
156101  ;Kec. Landasan Ulin;Kota Banjarbaru;Prov. Kalimantan Selatan
160216  ;Kec. Kenohan;Kab. Kutai Kartanegara;Prov. Kalimantan Timur
160301  ;Kec. Kelay;Kab. Berau;Prov. Kalimantan Timur
160312  ;Kec. Tubalar;Kab. Berau;Prov. Kalimantan Timur
160204  ;Kec. Loa Janan;Kab. Kutai Kartanegara;Prov. Kalimantan Timur
160302  ;Kec. Talisayan;Kab. Berau;Prov. Kalimantan Timur
160205  ;Kec. Loa Kulu;Kab. Kutai Kartanegara;Prov. Kalimantan Timur
160107  ;Kec. Muara Komam;Kab. Pasir;Prov. Kalimantan Timur
160103  ;Kec. Pasir Balengkong;Kab. Pasir;Prov. Kalimantan Timur
160309  ;Kec. Teluk Bayur;Kab. Berau;Prov. Kalimantan Timur
160217  ;Kec. Kembang Janggut;Kab. Kutai Kartanegara;Prov. Kalimantan Timur
160210  ;Kec. Sebulu;Kab. Kutai Kartanegara;Prov. Kalimantan Timur
160303  ;Kec. Biduk Biduk;Kab. Berau;Prov. Kalimantan Timur
160203  ;Kec. Sanga-Sanga;Kab. Kutai Kartanegara;Prov. Kalimantan Timur
160314  ;Kec. Batu Putih;Kab. Berau;Prov. Kalimantan Timur
160308  ;Kec. Segah;Kab. Berau;Prov. Kalimantan Timur
160305  ;Kec. Sambaliung;Kab. Berau;Prov. Kalimantan Timur
160211  ;Kec. Tenggarong Seberang;Kab. Kutai Kartanegara;Prov. Kalimantan Timur
156102  ;Kec. Cempaka;Kota Banjarbaru;Prov. Kalimantan Selatan
160209  ;Kec. Tenggarong;Kab. Kutai Kartanegara;Prov. Kalimantan Timur
160307  ;Kec. Gunung Tabur;Kab. Berau;Prov. Kalimantan Timur
160212  ;Kec. Anggana;Kab. Kutai Kartanegara;Prov. Kalimantan Timur
160313  ;Kec. Pulau Maratua;Kab. Berau;Prov. Kalimantan Timur
160213  ;Kec. Muara Badak;Kab. Kutai Kartanegara;Prov. Kalimantan Timur
160208  ;Kec. Kota Bangun;Kab. Kutai Kartanegara;Prov. Kalimantan Timur
160109  ;Kec. Muara Samu;Kab. Pasir;Prov. Kalimantan Timur
160102  ;Kec. Tanjung Harapan;Kab. Pasir;Prov. Kalimantan Timur
160902  ;Kec. Jempang;Kab. Kutai Barat;Prov. Kalimantan Timur
161006  ;Kec. Kaliorang;Kab. Kutai Timur;Prov. Kalimantan Timur
160908  ;Kec. Melak;Kab. Kutai Barat;Prov. Kalimantan Timur
161010  ;Kec. Busang;Kab. Kutai Timur;Prov. Kalimantan Timur
161008  ;Kec. Kombeng;Kab. Kutai Timur;Prov. Kalimantan Timur
161013  ;Kec. Sengata Selatan;Kab. Kutai Timur;Prov. Kalimantan Timur
161104  ;Kec. Sepaku;Kab. Penajam Paser Utara;Prov. Kalimantan Timur
161102  ;Kec. Waru;Kab. Penajam Paser Utara;Prov. Kalimantan Timur
161009  ;Kec. Bengalon;Kab. Kutai Timur;Prov. Kalimantan Timur
160916  ;Kec. Linggang Bingung;Kab. Kutai Barat;Prov. Kalimantan Timur
160901  ;Kec. Bongan;Kab. Kutai Barat;Prov. Kalimantan Timur
161002  ;Kec. Muara Wahau;Kab. Kutai Timur;Prov. Kalimantan Timur
160920  ;Kec. Sekolaq Darat;Kab. Kutai Barat;Prov. Kalimantan Timur
160904  ;Kec. Muara Pahu;Kab. Kutai Barat;Prov. Kalimantan Timur
160919  ;Kec. Nyuatan;Kab. Kutai Barat;Prov. Kalimantan Timur
161005  ;Kec. Sangkulirang;Kab. Kutai Timur;Prov. Kalimantan Timur
161015  ;Kec. Rantau Pulung;Kab. Kutai Timur;Prov. Kalimantan Timur
166003  ;Kec. Samarinda Seberang;Kota Samarinda;Prov. Kalimantan Timur
160923  ;Kec. Siluq Ngurai;Kab. Kutai Barat;Prov. Kalimantan Timur
161001  ;Kec. Muara Ancalong;Kab. Kutai Timur;Prov. Kalimantan Timur
160907  ;Kec. Barong Tongkok;Kab. Kutai Barat;Prov. Kalimantan Timur
161004  ;Kec. Sengata Utara;Kab. Kutai Timur;Prov. Kalimantan Timur
160909  ;Kec. Long Iram;Kab. Kutai Barat;Prov. Kalimantan Timur
160905  ;Kec. Muara Lawa;Kab. Kutai Barat;Prov. Kalimantan Timur
161011  ;Kec. Sandaran;Kab. Kutai Timur;Prov. Kalimantan Timur
160903  ;Kec. Penyinggahan;Kab. Kutai Barat;Prov. Kalimantan Timur
160921  ;Kec. Tering;Kab. Kutai Barat;Prov. Kalimantan Timur
166002  ;Kec. Samarinda Ilir;Kota Samarinda;Prov. Kalimantan Timur
160906  ;Kec. Damai;Kab. Kutai Barat;Prov. Kalimantan Timur
166001  ;Kec. Palaran;Kota Samarinda;Prov. Kalimantan Timur
161101  ;Kec. Babulu;Kab. Penajam Paser Utara;Prov. Kalimantan Timur
161014  ;Kec. Teluk Pandan;Kab. Kutai Timur;Prov. Kalimantan Timur
160917  ;Kec. Manor Bulatn;Kab. Kutai Barat;Prov. Kalimantan Timur
161012  ;Kec. Telen;Kab. Kutai Timur;Prov. Kalimantan Timur
161003  ;Kec. Muara Bengkal;Kab. Kutai Timur;Prov. Kalimantan Timur
160915  ;Kec. Bentian Besar;Kab. Kutai Barat;Prov. Kalimantan Timur
161103  ;Kec. Penajam;Kab. Penajam Paser Utara;Prov. Kalimantan Timur
170308  ;Kec. Manganitu;Kab. Kep. Sangihe;Prov. Sulawesi Utara
161018  ;Kec. Batu Ampar;Kab. Kutai Timur;Prov. Kalimantan Timur
166105  ;Kec. Balikpapan Barat;Kota Balikpapan;Prov. Kalimantan Timur
170112  ;Kec. Sangtombolang;Kab. Bolaang Mongondaw;Prov. Sulawesi Utara
170110  ;Kec. Bolaang;Kab. Bolaang Mongondaw;Prov. Sulawesi Utara
170130  ;Kec. Bilalang;Kab. Bolaang Mongondaw;Prov. Sulawesi Utara
166009  ;Kec. Samarinda Kota;Kota Samarinda;Prov. Kalimantan Timur
170236  ;Kec. Tondano Utara;Kab. Minahasa;Prov. Sulawesi Utara
170309  ;Kec. Tahuna;Kab. Kep. Sangihe;Prov. Sulawesi Utara
166303  ;Kec. Bontang Barat;Kota Bontang;Prov. Kalimantan Timur
170216  ;Kec. Tombariri;Kab. Minahasa;Prov. Sulawesi Utara
161017  ;Kec. Karangan;Kab. Kutai Timur;Prov. Kalimantan Timur
170222  ;Kec. Lembean Timur;Kab. Minahasa;Prov. Sulawesi Utara
170120  ;Kec. Dumoga Timur;Kab. Bolaang Mongondaw;Prov. Sulawesi Utara
170313  ;Kec. Tatoareng;Kab. Kep. Sangihe;Prov. Sulawesi Utara
170221  ;Kec. Kakas;Kab. Minahasa;Prov. Sulawesi Utara
166103  ;Kec. Balikpapan Utara;Kota Balikpapan;Prov. Kalimantan Timur
170306  ;Kec. Tabukan Selatan;Kab. Kep. Sangihe;Prov. Sulawesi Utara
170133  ;Bolaang Timur;Kab. Bolaang Mongondaw;Prov. Sulawesi Utara
166010  ;Kec. Loa Janan Ilir;Kota Samarinda;Prov. Kalimantan Timur
170219  ;Kec. Tondano Timur;Kab. Minahasa;Prov. Sulawesi Utara
170233  ;Kec. Langowan Barat;Kab. Minahasa;Prov. Sulawesi Utara
170129  ;Kec. Passi Timur;Kab. Bolaang Mongondaw;Prov. Sulawesi Utara
170319  ;Kec. Tabukan Selatan Tengah;Kab. Kep. Sangihe;Prov. Sulawesi Utara
170220  ;Kec. Remboken;Kab. Minahasa;Prov. Sulawesi Utara
170224  ;Kec. Kombi;Kab. Minahasa;Prov. Sulawesi Utara
166101  ;Kec. Balikpapan Selatan;Kota Balikpapan;Prov. Kalimantan Timur
170307  ;Kec. Tabukan Tengah;Kab. Kep. Sangihe;Prov. Sulawesi Utara
170117  ;Kec. Dumoga Utara;Kab. Bolaang Mongondaw;Prov. Sulawesi Utara
170119  ;Kec. Dumoga Barat;Kab. Bolaang Mongondaw;Prov. Sulawesi Utara
170111  ;Kec. Lolak;Kab. Bolaang Mongondaw;Prov. Sulawesi Utara
166005  ;Kec. Samarinda Ulu;Kota Samarinda;Prov. Kalimantan Timur
170217  ;Kec. Pineleng;Kab. Minahasa;Prov. Sulawesi Utara
166301  ;Kec. Bontang Selatan;Kota Bontang;Prov. Kalimantan Timur
170305  ;Kec. Tamako;Kab. Kep. Sangihe;Prov. Sulawesi Utara
170106  ;Kec. Lolayan;Kab. Bolaang Mongondaw;Prov. Sulawesi Utara
166104  ;Kec. Balikpapan Tengah;Kota Balikpapan;Prov. Kalimantan Timur
170128  ;Kec. Passi Barat;Kab. Bolaang Mongondaw;Prov. Sulawesi Utara
166302  ;Kec. Bontang Utara;Kota Bontang;Prov. Kalimantan Timur
166007  ;Kec. Sambutan;Kota Samarinda;Prov. Kalimantan Timur
170213  ;Kec. Sonder;Kab. Minahasa;Prov. Sulawesi Utara
170234  ;Kec. Tombulu;Kab. Minahasa;Prov. Sulawesi Utara
170320  ;Kec. Tabukan Selatan Tenggara;Kab. Kep. Sangihe;Prov. Sulawesi Utara
170317  ;Kec. Nusa Tabukan;Kab. Kep. Sangihe;Prov. Sulawesi Utara
170223  ;Kec. Eris;Kab. Minahasa;Prov. Sulawesi Utara
161019  ;Kec. Long Mesangat;Kab. Kutai Timur;Prov. Kalimantan Timur
166008  ;Kec. Sungai Pinang;Kota Samarinda;Prov. Kalimantan Timur
170212  ;Kec. Kawangkoan;Kab. Minahasa;Prov. Sulawesi Utara
170211  ;Kec. Tompaso;Kab. Minahasa;Prov. Sulawesi Utara
166004  ;Kec. Sungai Kunjang;Kota Samarinda;Prov. Kalimantan Timur
170109  ;Kec. Poigar;Kab. Bolaang Mongondaw;Prov. Sulawesi Utara
170311  ;Kec. Kendahe;Kab. Kep. Sangihe;Prov. Sulawesi Utara
166102  ;Kec. Balikpapan Timur;Kota Balikpapan;Prov. Kalimantan Timur
170235  ;Kec. Tondano Barat;Kab. Minahasa;Prov. Sulawesi Utara
170523  ;Kec. Tumpaan;Kab. Minahasa Selatan;Prov. Sulawesi Utara
170905  ;Kec. Siau Tengah;Kab. Kepulauan Sitaro;Prov. Sulawesi Utara
170902  ;Kec. Siau Barat;Kab. Kepulauan Sitaro;Prov. Sulawesi Utara
170802  ;Kec. Bolaang Itang Timur;Kab. Bolaang Mongondow Utara;Prov. Sulawesi Utara
170403  ;Kec. Melonguane;Kab. Kepulauan Talaud;Prov. Sulawesi Utara
170504  ;Kec. Motoling;Kab. Minahasa Selatan;Prov. Sulawesi Utara
170410  ;Kec. Tanpa Namma;Kab. Kepulauan Talaud;Prov. Sulawesi Utara
170603  ;Kec. Dimembe;Kab. Minahasa Utara;Prov. Sulawesi Utara
170417  ;Kec. Pulutan;Kab. Kepulauan Talaud;Prov. Sulawesi Utara
170602  ;Kec. Airmadidi;Kab. Minahasa Utara;Prov. Sulawesi Utara
170519  ;Kec. Tatapan;Kab. Minahasa Selatan;Prov. Sulawesi Utara
170238  ;Kec. Tondano Selatan;Kab. Minahasa;Prov. Sulawesi Utara
170806  ;Kec. Sangkub;Kab. Bolaang Mongondow Utara;Prov. Sulawesi Utara
170604  ;Kec. Wori;Kab. Minahasa Utara;Prov. Sulawesi Utara
170412  ;Kec. Kalongan;Kab. Kepulauan Talaud;Prov. Sulawesi Utara
170804  ;Kec. Kaidipang;Kab. Bolaang Mongondow Utara;Prov. Sulawesi Utara
170522  ;Kec. Sulta;Kab. Minahasa Selatan;Prov. Sulawesi Utara
170407  ;Kec. Nanusa;Kab. Kepulauan Talaud;Prov. Sulawesi Utara
170414  ;Kec. Melonguane Timur;Kab. Kepulauan Talaud;Prov. Sulawesi Utara
170408  ;Kec. Gemeh;Kab. Kepulauan Talaud;Prov. Sulawesi Utara
170509  ;Kec. Amurang;Kab. Minahasa Selatan;Prov. Sulawesi Utara
170402  ;Kec. Lirung;Kab. Kepulauan Talaud;Prov. Sulawesi Utara
170805  ;Kec. Pinogaluman;Kab. Bolaang Mongondow Utara;Prov. Sulawesi Utara
170406  ;Kec. Essang;Kab. Kepulauan Talaud;Prov. Sulawesi Utara
170323  ;Kec. Tahuna Timur;Kab. Kep. Sangihe;Prov. Sulawesi Utara
170524  ;Sinonsayang;Kab. Minahasa Selatan;Prov. Sulawesi Utara
170903  ;Kec. Siau Barat Selatan;Kab. Kepulauan Sitaro;Prov. Sulawesi Utara
170404  ;Kec. Beo;Kab. Kepulauan Talaud;Prov. Sulawesi Utara
170521  ;Kec. Motoling Timur;Kab. Minahasa Selatan;Prov. Sulawesi Utara
170515  ;Kec. Kumelembuai;Kab. Minahasa Selatan;Prov. Sulawesi Utara
170390  ;Kepulauan Marore;Kab. Kep. Sangihe;Prov. Sulawesi Utara
170803  ;Kec. Bolaang Itang Barat;Kab. Bolaang Mongondow Utara;Prov. Sulawesi Utara
170413  ;Kec. Moronge;Kab. Kepulauan Talaud;Prov. Sulawesi Utara
170401  ;Kec. Kabaruan;Kab. Kepulauan Talaud;Prov. Sulawesi Utara
170906  ;Kec. Siau Timur;Kab. Kepulauan Sitaro;Prov. Sulawesi Utara
170418  ;Kec. Essang Selatan;Kab. Kepulauan Talaud;Prov. Sulawesi Utara
170501  ;Kec. Modoinding;Kab. Minahasa Selatan;Prov. Sulawesi Utara
170516  ;Kec. Maesaan;Kab. Minahasa Selatan;Prov. Sulawesi Utara
170901  ;Kec. Biaro;Kab. Kepulauan Sitaro;Prov. Sulawesi Utara
170416  ;Kec. Beo Selatan;Kab. Kepulauan Talaud;Prov. Sulawesi Utara
170510  ;Kec. Tareran;Kab. Minahasa Selatan;Prov. Sulawesi Utara
170503  ;Kec. Ranoyapo;Kab. Minahasa Selatan;Prov. Sulawesi Utara
170610  ;Kec. Likupang Selatan;Kab. Minahasa Utara;Prov. Sulawesi Utara
170239  ;Kec. Langowan Utara;Kab. Minahasa;Prov. Sulawesi Utara
170420  ;Salibabu;Kab. Kepulauan Talaud;Prov. Sulawesi Utara
170419  ;Kec. Miangas;Kab. Kepulauan Talaud;Prov. Sulawesi Utara
170324  ;Kec. Tahuna Barat;Kab. Kep. Sangihe;Prov. Sulawesi Utara
170405  ;Kec. Rainis;Kab. Kepulauan Talaud;Prov. Sulawesi Utara
170601  ;Kec. Kauditan;Kab. Minahasa Utara;Prov. Sulawesi Utara
170502  ;Kec. Tompaso Baru;Kab. Minahasa Selatan;Prov. Sulawesi Utara
170517  ;Kec. Amurang Barat;Kab. Minahasa Selatan;Prov. Sulawesi Utara
170520  ;Kec. Motoling Barat;Kab. Minahasa Selatan;Prov. Sulawesi Utara
170904  ;Kec. Siau Barat Utara;Kab. Kepulauan Sitaro;Prov. Sulawesi Utara
